file,dataset,length,mean,std,median,mad,min,max,range,iqr,skewness,kurtosis,outlier_ratio,n_anomaly,contamination,n_segments,min_seg_len,mean_seg_len,max_seg_len,frac_points_in_seq,anomaly_type
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,NAB,4031,45.15569684941702,2.287061911262223,45.016000000000005,1.2140000000000057,22.864,99.248,76.384,2.4179999999999993,3.0618100776966797,86.86465243049412,0.06276358223765816,343,0.08509054825105433,3,75,114.33333333333333,134,1.0,sequence
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,NAB,6000,20.81,19.680444608798854,17.0,7.0,0.0,452.0,452.0,14.0,7.952394829130694,113.6684384501182,0.08083333333333333,637,0.10616666666666667,1,637,637.0,637,1.0,sequence
003_NAB_id_3_WebService_tr_1362_1st_1462.csv,NAB,15852,0.3596391622508201,1.0936093447573985,0.0,0.0,0.0,50.0,50.0,0.0,17.030521703312992,585.8619970989112,0.23025485743123897,1523,0.09607620489528135,3,396,507.6666666666667,731,1.0,sequence
004_NAB_id_4_Facility_tr_1007_1st_1437.csv,NAB,4031,570889.031778715,4607790.192409995,234227.0,15910.0,38516.6,245126000.0,245087483.4,32438.0,44.4314129204338,2174.856912650529,0.13172909947903746,402,0.09972711485983626,1,402,402.0,402,1.0,sequence
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,NAB,2379,4.495750315258512,3.404427373303112,3.83,2.05,0.0,22.28,22.28,4.23,1.3082000335441781,2.204601861542713,0.0735603194619588,238,0.10004203446826397,1,238,238.0,238,1.0,sequence
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,NAB,10319,15137.985463707724,6939.367075759493,16778.0,4087.0,8.0,39197.0,39189.0,9578.5,-0.4525497055245979,-0.7797522895518711,0.13179571663920922,1030,0.09981587363116581,5,206,206.0,206,1.0,sequence
007_NAB_id_7_Traffic_tr_624_1st_2087.csv,NAB,2499,7.240112044817928,4.370494067586513,6.83,2.89,0.0,43.06,43.06,5.7700000000000005,1.3848685734482868,6.039379380478662,0.026010404161664665,248,0.09923969587835134,2,124,124.0,124,1.0,sequence
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,NAB,4031,0.10759837243892337,0.4422622187232709,0.0,0.0,0.0,3.2248149307000005,3.2248149307000005,0.0,4.828200657989195,23.281910568317418,0.11287521706772513,402,0.09972711485983626,1,402,402.0,402,1.0,sequence
009_NAB_id_9_Traffic_tr_500_1st_438.csv,NAB,2161,327.2582137899121,444.740619214003,203.0,75.0,22.0,5578.0,5556.0,186.0,6.162568195940361,51.5844825492123,0.15085608514576584,216,0.0999537251272559,1,216,216.0,216,1.0,sequence
010_NAB_id_10_WebService_tr_500_1st_271.csv,NAB,1000,0.1348480640821859,0.08381663144381382,0.112189417384,0.023358913440549994,0.0388988476312,1.034,0.9951011523688,0.05669516591645005,5.584950773606244,45.820806330818435,0.14,148,0.148,3,48,49.333333333333336,50,1.0,sequence
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,NAB,4031,89.79072475812453,12.078659654647447,92.45,2.343999999999994,18.7225,99.118,80.3955,5.222999999999999,-4.761648316897737,22.510173593165113,0.05160009923096006,474,0.11758868767055321,1,474,474.0,474,1.0,sequence
012_NAB_id_12_Synthetic_tr_1007_1st_2787.csv,NAB,4031,40.823068576178635,27.6390174731525,21.3801948515,2.6320141968,18.000500555,87.97331352819998,69.97281297319998,55.092665100199994,0.6598929423950088,-1.4783382023344074,0.38327958322996775,513,0.12726370627635822,1,513,513.0,513,1.0,sequence
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,NAB,2494,62.93624699278268,5.191708245998492,63.0,2.0,11.0,77.0,66.0,4.0,-4.018617113501202,28.723377898714553,0.07939053728949479,248,0.09943865276663993,2,124,124.0,124,1.0,sequence
014_NAB_id_14_WebService_tr_500_1st_1045.csv,NAB,1537,0.7730291485932029,0.33695015448267973,0.6956173284230001,0.15173828689299995,0.320650020989,5.49754000266,5.176889981671,0.3332187710019999,3.355563818096375,29.14692528682,0.09954456733897202,152,0.0988939492517892,1,152,152.0,152,1.0,sequence
